id|Citations|Productivity|Degree|Nationality|aff_country|Gender|Nationality_Region|Nationality_IncomeGroup|aff_country_Region|aff_country_IncomeGroup
ur.0632405177.91|5103|2|3|AT|Germany||Europe & Central Asia|High income|Europe & Central Asia|High income
ur.013066564565.89|3052|1|0||United States|male|||North America|High income
ur.01301762105.68|3052|1|0|IE|United States|male|Europe & Central Asia|High income|North America|High income
ur.010645131102.92|5223|2|3|KR|United States|male|East Asia & Pacific|High income|North America|High income
ur.07364047765.73|3033|1|3|NL|Germany||Europe & Central Asia|High income|Europe & Central Asia|High income
ur.015106720047.65|3033|1|3|DE|Germany||Europe & Central Asia|High income|Europe & Central Asia|High income
ur.0762547565.51|3033|1|3|UA|Germany||Europe & Central Asia|Lower middle income|Europe & Central Asia|High income
ur.012673014151.08|3033|1|3|DE|Germany|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.013425432361.30|3031|1|1|IT|United States|female|Europe & Central Asia|High income|North America|High income
ur.012615570335.21|3031|1|1|US|United States|male|North America|High income|North America|High income
ur.0750431441.74|3028|1|3|GR|France|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.01123020557.83|3021|1|0|PL|United States||Europe & Central Asia|High income|North America|High income
ur.01300105117.59|3019|1|3|MQ|Norway|male|||Europe & Central Asia|High income
ur.0726446261.05|3019|1|3|TW|United States||||North America|High income
ur.012326702353.90|3019|1|3|CA|United States|male|North America|High income|North America|High income
ur.01237321330.31|3019|1|3|LK|United States|male|South Asia|Lower middle income|North America|High income
ur.015315502313.00|3019|1|0|GH|United Kingdom|male|Sub-Saharan Africa|Lower middle income|Europe & Central Asia|High income
ur.01250363417.21|5976|2|10|US|United States|male|North America|High income|North America|High income
ur.01076767162.99|3017|1|1|US|United States|male|North America|High income|North America|High income
ur.0704033044.52|5063|2|6|NZ|United States|male|East Asia & Pacific|High income|North America|High income
ur.0662455214.01|3016|1|5|IN|United States|male|South Asia|Lower middle income|North America|High income
ur.014536755643.24|3016|1|5|US|United States|male|North America|High income|North America|High income
ur.01327141233.96|3016|1|5|GB|United States|male|Europe & Central Asia|High income|North America|High income
ur.01106170454.24|3016|1|5|IN|United States|male|South Asia|Lower middle income|North America|High income
ur.010734030447.60|3015|1|0|HK|Taiwan||East Asia & Pacific|High income||
ur.01221264465.18|3002|1|7||Germany|male|||Europe & Central Asia|High income
ur.015471463265.10|3002|1|7|DE|Germany|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.01277555160.73|3002|1|7||Germany|male|||Europe & Central Asia|High income
ur.01075173710.76|3002|1|7|CH|Germany|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.0660222165.44|3002|1|7|DE|Germany|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.01052741260.31|3002|1|7|NL|Germany|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.016710216215.40|2990|1|1|JP|United States|male|East Asia & Pacific|High income|North America|High income
ur.010670112725.89|2990|1|1|NZ|United States|male|East Asia & Pacific|High income|North America|High income
ur.012147257644.78|2975|1|1|GH|United States|male|Sub-Saharan Africa|Lower middle income|North America|High income
ur.01203175266.22|2975|1|1|NZ|United States|male|East Asia & Pacific|High income|North America|High income
ur.012762301243.46|2971|1|2|AR|United States|male|Latin America & Caribbean|Upper middle income|North America|High income
ur.011712312112.30|2971|1|2|NZ|United Kingdom|male|East Asia & Pacific|High income|Europe & Central Asia|High income
ur.01257267174.01|2971|1|2|NZ|United Kingdom|male|East Asia & Pacific|High income|Europe & Central Asia|High income
ur.014770203414.06|2969|1|0|JP|Japan||East Asia & Pacific|High income|East Asia & Pacific|High income
ur.013035660256.36|2968|1|0|RU|Russia|male|Europe & Central Asia|Upper middle income|Europe & Central Asia|Upper middle income
ur.011075133363.70|2962|1|2|GB|United Kingdom||Europe & Central Asia|High income|Europe & Central Asia|High income
ur.01167200161.48|2959|1|9|CA|United States|male|North America|High income|North America|High income
ur.01044736411.27|2959|1|9||United States|male|||North America|High income
ur.01370565641.63|2959|1|9|US|United States|male|North America|High income|North America|High income
ur.01231060561.48|2959|1|9|IE|United States|male|Europe & Central Asia|High income|North America|High income
ur.0660573235.78|2959|1|9||United States|male|||North America|High income
ur.01070570274.28|2959|1|9|RU|France|male|Europe & Central Asia|Upper middle income|Europe & Central Asia|High income
ur.01244635041.24|2959|1|9|NL|United States|male|Europe & Central Asia|High income|North America|High income
ur.01361063441.37|2959|1|9|GH|United States|male|Sub-Saharan Africa|Lower middle income|North America|High income
ur.0701306622.23|5263|2|5|TW|United States||||North America|High income
ur.07372145325.11|5263|2|5|DE|United States|male|Europe & Central Asia|High income|North America|High income
ur.013566124322.77|2953|1|5|JP|Japan||East Asia & Pacific|High income|East Asia & Pacific|High income
ur.0634671007.11|2953|1|5|JP|Japan||East Asia & Pacific|High income|East Asia & Pacific|High income
ur.012504010225.31|2953|1|5|JP|Japan||East Asia & Pacific|High income|East Asia & Pacific|High income
ur.0671252427.06|2953|1|5|JP|Japan||East Asia & Pacific|High income|East Asia & Pacific|High income
ur.011663136135.50|5058|2|10|JP|Japan|female|East Asia & Pacific|High income|East Asia & Pacific|High income
ur.0746731750.55|2949|1|3|VN|United States|female|East Asia & Pacific|Lower middle income|North America|High income
ur.015767240164.25|2949|1|3|NZ|United States||East Asia & Pacific|High income|North America|High income
ur.014655467761.88|2949|1|3|GB|United States|male|Europe & Central Asia|High income|North America|High income
ur.01357116543.15|2949|1|3|IR|United States|male|Middle East & North Africa|Lower middle income|North America|High income
ur.011564171073.06|2947|1|2|IL|Russia||Middle East & North Africa|High income|Europe & Central Asia|Upper middle income
ur.010426261172.54|2947|1|2|IL|Russia||Middle East & North Africa|High income|Europe & Central Asia|Upper middle income
ur.016527272126.06|2947|1|2|RU|Russia||Europe & Central Asia|Upper middle income|Europe & Central Asia|Upper middle income
ur.0712067676.85|2939|1|1|UA|Portugal||Europe & Central Asia|Lower middle income|Europe & Central Asia|High income
ur.010434714444.72|2939|1|1|PT|Portugal||Europe & Central Asia|High income|Europe & Central Asia|High income
ur.01206132427.12|2939|1|4|IN|United States|male|South Asia|Lower middle income|North America|High income
ur.0635266642.02|2939|1|4|GB|United States|male|Europe & Central Asia|High income|North America|High income
ur.014055640065.48|2939|1|4|IL|Israel||Middle East & North Africa|High income|Middle East & North Africa|High income
ur.0660370014.76|2939|1|4|IL|United States|male|Middle East & North Africa|High income|North America|High income
ur.015232304213.13|2931|1|1|FR|Switzerland|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.07406361637.67|2931|1|1|NL|Switzerland|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.010012475553.60|2929|1|1|BG|United States|male|Europe & Central Asia|Upper middle income|North America|High income
ur.01233627233.36|2924|1|1|AU|Germany|male|East Asia & Pacific|High income|Europe & Central Asia|High income
ur.0612322414.19|2924|1|1|DE|Germany|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.01041750470.13|2913|1|0|NL|United States|female|Europe & Central Asia|High income|North America|High income
ur.011055266721.64|2911|1|3|CH|United States||Europe & Central Asia|High income|North America|High income
ur.016307276161.06|5029|2|6|ZA|United States|male|Sub-Saharan Africa|Upper middle income|North America|High income
ur.016701747011.64|2911|1|3|JP|Japan||East Asia & Pacific|High income|East Asia & Pacific|High income
ur.07527331170.64|2911|1|3|AU|Australia||East Asia & Pacific|High income|East Asia & Pacific|High income
ur.014021204267.84|2910|1|0|IL|United States|male|Middle East & North Africa|High income|North America|High income
ur.0735175411.53|2908|1|0|CN|United States|male|East Asia & Pacific|Upper middle income|North America|High income
ur.01224425375.52|2895|1|2|SE|United States|male|Europe & Central Asia|High income|North America|High income
ur.01014117232.64|2895|1|2|JM|United States|male|Latin America & Caribbean|Upper middle income|North America|High income
ur.014244031550.14|2895|1|2|IL||male|Middle East & North Africa|High income||
ur.0732136766.65|2883|1|1|SE|United States|male|Europe & Central Asia|High income|North America|High income
ur.01152722774.49|2883|1|1|SE|United States|male|Europe & Central Asia|High income|North America|High income
ur.0762045276.35|2877|1|4|AT|Germany|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.01050725202.00|2877|1|4|IL|Germany|male|Middle East & North Africa|High income|Europe & Central Asia|High income
ur.01201447321.69|2877|1|4|DE|Switzerland|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.011065006675.38|2877|1|4|DE|Germany|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.014561237657.75|2876|1|1|US|Canada|male|North America|High income|North America|High income
ur.0766156360.49|2874|1|1|JP|United States|male|East Asia & Pacific|High income|North America|High income
ur.013515377203.19|2874|1|1||United States||||North America|High income
ur.010014661706.06|2869|1|1|DE|United States|male|Europe & Central Asia|High income|North America|High income
ur.010407213343.18|2869|1|1|IL|United States|male|Middle East & North Africa|High income|North America|High income
ur.011470172305.97|2863|1|1|NL|Netherlands|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.014003061651.00|2863|1|1|NL|Netherlands|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.015317115342.11|2862|1|0|PH|Russia|male|East Asia & Pacific|Lower middle income|Europe & Central Asia|Upper middle income
ur.012065555453.46|2857|1|1|MT|United States|female|Middle East & North Africa|High income|North America|High income
ur.013220066737.23|2857|1|1|IT|Italy|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.01024554266.19|2850|1|0|DE|United States|male|Europe & Central Asia|High income|North America|High income
ur.012045657645.27|2848|1|1|JP|Japan||East Asia & Pacific|High income|East Asia & Pacific|High income
ur.013375342702.78|2848|1|1|JP|Japan|male|East Asia & Pacific|High income|East Asia & Pacific|High income
ur.01052337620.39|2846|1|0|AT|Germany||Europe & Central Asia|High income|Europe & Central Asia|High income
ur.011507250474.26|2841|1|1|IL|United States|male|Middle East & North Africa|High income|North America|High income
ur.07435366162.06|2833|1|0|NZ|United States||East Asia & Pacific|High income|North America|High income
ur.01327141137.36|2831|1|0|US|United States||North America|High income|North America|High income
ur.0760034274.55|2831|1|0|IL|United States|male|Middle East & North Africa|High income|North America|High income
ur.07411101246.34|2825|1|3|CZ|United Kingdom||Europe & Central Asia|High income|Europe & Central Asia|High income
ur.016115421423.92|2825|1|3|NZ|United Kingdom||East Asia & Pacific|High income|Europe & Central Asia|High income
ur.0702777020.03|2825|1|3|GB|United Kingdom||Europe & Central Asia|High income|Europe & Central Asia|High income
ur.010575774401.29|2825|1|3|NZ|United Kingdom||East Asia & Pacific|High income|Europe & Central Asia|High income
ur.014114470007.13|2820|1|2|IL|United States||Middle East & North Africa|High income|North America|High income
ur.01321200232.50|2820|1|2|GB|United States|male|Europe & Central Asia|High income|North America|High income
ur.012706200345.13|2820|1|2|GB|United States|male|Europe & Central Asia|High income|North America|High income
ur.015020672725.41|2810|1|0|IL|United States|male|Middle East & North Africa|High income|North America|High income
ur.01161015471.49|2809|1|1|IL|United States|male|Middle East & North Africa|High income|North America|High income
ur.07351553305.65|7597|3|1|PL|United States|male|Europe & Central Asia|High income|North America|High income
ur.015154751666.76|2802|1|1|IL|United States|male|Middle East & North Africa|High income|North America|High income
ur.016424146467.86|2802|1|1|US|United States|male|North America|High income|North America|High income
